latitude,longitude,acq_date,acq_time,bright_ti4,frp,is_fire
57.56254,-112.48591,2021-07-01,1941,0.0,0.0,0
55.66913,-99.33333,2023-04-15,1859,0.0,0.0,0
55.99594,-113.47416,2023-08-15,920,303.04,0.76,1
50.60177,-120.79711,2020-11-15,2055,343.75,6.72,1
52.2016,-123.56654,2022-11-01,2031,355.38,30.31,1
63.69347,-121.28056,2022-07-01,2221,367.0,36.27,1
52.10451,-108.8003,2025-10-15,1013,0.0,0.0,0
73.08164,-86.99513,2022-05-15,2017,0.0,0.0,0
54.68649,-104.18363,2024-11-01,2023,0.0,0.0,0
49.28906,-91.73671,2024-08-01,740,0.0,0.0,0
48.45936,-70.26585,2020-09-15,1635,0.0,0.0,0
50.87512,-95.96937,2020-04-15,1926,0.0,0.0,0
51.78727,-115.42052,2023-10-15,2006,0.0,0.0,0
55.796,-113.40838,2025-11-15,2023,328.91,4.62,1
52.17818,-105.06022,2020-08-01,1902,0.0,0.0,0
61.59853,-109.28311,2021-07-01,2123,0.0,0.0,0
62.69539,-120.99798,2024-08-01,1908,0.0,0.0,0
52.41352,-101.02089,2024-10-15,1901,346.56,12.04,1
66.67516,-66.74422,2020-09-01,1112,0.0,0.0,0
61.74504,-130.58844,2022-08-15,1957,0.0,0.0,0
49.55226,-104.23989,2021-08-15,908,0.0,0.0,0
54.23621,-119.39872,2025-04-15,1042,0.0,0.0,0
55.8403,-118.62294,2020-05-01,1928,339.89,8.49,1
53.64879,-104.33047,2023-10-15,1825,336.58,3.1,1
46.50092,-70.87146,2020-06-15,1659,341.05,4.49,1
54.31251,-126.9321,2024-10-01,2146,334.0,20.64,1
50.73943,-114.01883,2021-04-01,2126,0.0,0.0,0
53.35095,-115.44834,2021-10-01,927,345.54,11.68,1
51.96469,-84.95218,2025-10-01,1741,0.0,0.0,0
62.82252,-136.5701,2020-08-01,1232,339.27,4.68,1
62.14091,-119.89151,2024-07-01,1853,0.0,0.0,0
58.02687,-123.08812,2023-09-01,1848,0.0,0.0,0
59.49635,-121.88669,2025-10-15,2005,0.0,0.0,0
44.31091,-80.97631,2023-05-15,1752,327.04,4.21,1
51.54373,-102.03023,2021-07-15,2017,0.0,0.0,0
74.04569,-123.49676,2024-04-01,1784,0.0,0.0,0
51.62005,-104.39358,2022-07-15,1933,339.53,6.95,1
52.20131,-124.51429,2025-08-01,2148,0.0,0.0,0
51.20584,-104.30514,2020-07-01,2023,0.0,0.0,0
67.55126,-136.88256,2020-08-01,1723,0.0,0.0,0
50.67296,-119.21292,2023-05-01,2038,327.25,1.38,1
62.57845,-105.05173,2022-06-01,826,335.65,0.17,1
82.12539,-68.63313,2022-10-01,2013,0.0,0.0,0
50.87721,-101.37836,2021-09-15,1915,345.3,5.63,1
57.09924,-120.46483,2021-04-15,2025,0.0,0.0,0
52.50176,-114.02884,2024-04-01,2037,0.0,0.0,0
55.7983,-120.93717,2023-04-15,1900,333.58,8.14,1
49.06435,-108.22952,2025-10-15,1818,0.0,0.0,0
50.83607,-114.0454,2023-08-01,2012,0.0,0.0,0
50.39448,-99.80925,2024-04-15,1933,0.0,0.0,0
42.60159,-82.25643,2023-05-15,1751,341.65,3.91,1
54.22146,-116.83369,2021-10-15,1004,314.83,1.25,1
51.73929,-105.84635,2021-04-15,2023,0.0,0.0,0
64.43578,-109.3901,2024-04-15,1841,0.0,0.0,0
52.07755,-101.09779,2020-11-01,1837,0.0,0.0,0
56.70316,-129.21903,2021-10-15,1004,0.0,0.0,0
58.15569,-68.35965,2020-09-01,1740,333.87,2.12,1
46.41101,-71.83598,2021-04-15,1659,0.0,0.0,0
55.46291,-124.92314,2021-11-15,1024,0.0,0.0,0
62.54749,-101.00845,2024-11-15,1829,0.0,0.0,0
55.33502,-116.76464,2022-09-01,1936,339.76,7.35,1
47.76256,-78.56573,2020-07-15,611,0.0,0.0,0
56.26869,-110.54575,2020-05-15,1015,0.0,0.0,0
49.12876,-122.2243,2021-10-01,2056,0.0,0.0,0
44.56644,-79.1322,2020-04-15,1926,0.0,0.0,0
49.04156,-124.33115,2020-08-01,914,367.0,21.18,1
44.34727,-78.96653,2021-09-01,1834,340.88,4.81,1
60.54747,-120.08463,2024-07-01,1852,347.82,9.13,1
52.48022,-125.23071,2021-11-01,1936,356.87,40.06,1
53.54241,-105.89033,2020-06-01,1946,0.0,0.0,0
50.61403,-125.56444,2023-05-15,1936,367.0,18.03,1
70.04087,-113.48383,2020-06-15,1843,0.0,0.0,0
51.82275,-106.91253,2024-06-15,901,0.0,0.0,0
61.98507,-140.45865,2025-10-15,1153,298.5,0.71,1
53.14313,-128.35942,2025-04-01,1145,295.44,0.06,1
60.50884,-76.46017,2021-09-01,849,0.0,0.0,0
52.17527,-114.736,2025-07-15,2026,331.01,2.02,1
82.54294,-68.1992,2024-04-01,1784,0.0,0.0,0
55.38256,-88.27963,2020-07-15,1921,348.41,11.97,1
53.8156,-85.23268,2020-07-15,1920,0.0,0.0,0
61.74734,-110.49888,2025-07-01,1811,0.0,0.0,0
51.16759,-96.56065,2021-04-01,1945,0.0,0.0,0
46.32101,-75.55072,2025-04-01,1809,328.16,3.54,1
51.61332,-108.3495,2021-04-15,1843,0.0,0.0,0
49.59886,-110.34498,2021-08-01,830,0.0,0.0,0
50.84468,-119.36014,2025-05-01,2031,345.86,2.85,1
66.45794,-70.37142,2024-09-15,1489,0.0,0.0,0
57.75782,-115.34292,2024-05-15,1022,0.0,0.0,0
